horizon,lags,rmse,mae,forecast,actual
19,11,2.5502262532780176,2.308666023737183,"['[\'[""[\\\'[np.float64(4.1924508233169515), np.float64(3.6093553456880305), np.float64(3.058016687730956), np.float64(2.5421909590645955), np.float64(2.0771186610312533), np.float64(1.6046174461222833), np.float64(1.1214499611920954), np.float64(0.8015667413546534), np.float64(0.5464299746846852), np.float64(0.22527282595066134), np.float64(-0.043314876997534335), np.float64(-0.19445165044107915), np.float64(-0.2692340357646201), np.float64(-0.30348404678779695), np.float64(-0.2853502062030717), np.float64(-0.2241719409135821), np.float64(-0.13963664329328182), np.float64(-0.007553017347753488), np.float64(0.1706358507073685)]\\\']"", \\\'[np.float64(4.1924508233169515), np.float64(3.6093553456880305), np.float64(3.058016687730956), np.float64(2.5421909590645955), np.float64(2.0771186610312533), np.float64(1.6046174461222833), np.float64(1.1214499611920954), np.float64(0.8015667413546534), np.float64(0.5464299746846852), np.float64(0.22527282595066134), np.float64(-0.043314876997534335), np.float64(-0.19445165044107915), np.float64(-0.2692340357646201), np.float64(-0.30348404678779695), np.float64(-0.2853502062030717), np.float64(-0.2241719409135821), np.float64(-0.13963664329328182), np.float64(-0.007553017347753488), np.float64(0.1706358507073685)]\\\']\']']","['[\'[""[\\\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
19,12,1.9849629433524216,1.8067607103586103,"['[\'[""[\\\'[np.float64(4.23225630283384), np.float64(3.647931069316551), np.float64(3.1694366957911555), np.float64(2.7476412174351816), np.float64(2.338064077054195), np.float64(1.9264325860704226), np.float64(1.5129957991420606), np.float64(1.299070736623907), np.float64(1.0928365373472206), np.float64(0.786161494996712), np.float64(0.5966048639870064), np.float64(0.5195647392260624), np.float64(0.49452815063012634), np.float64(0.4875874172619371), np.float64(0.5161937076623204), np.float64(0.5724553319539509), np.float64(0.638156122131659), np.float64(0.7595386047335465), np.float64(0.9034943752102372)]\\\']"", \\\'[np.float64(4.23225630283384), np.float64(3.647931069316551), np.float64(3.1694366957911555), np.float64(2.7476412174351816), np.float64(2.338064077054195), np.float64(1.9264325860704226), np.float64(1.5129957991420606), np.float64(1.299070736623907), np.float64(1.0928365373472206), np.float64(0.786161494996712), np.float64(0.5966048639870064), np.float64(0.5195647392260624), np.float64(0.49452815063012634), np.float64(0.4875874172619371), np.float64(0.5161937076623204), np.float64(0.5724553319539509), np.float64(0.638156122131659), np.float64(0.7595386047335465), np.float64(0.9034943752102372)]\\\']\']']","['[\'[""[\\\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
19,13,1.770376375317139,1.4992320103454002,"['[""[\'[np.float64(4.67558899665069), np.float64(4.500568063601747), np.float64(4.027105191453042), np.float64(3.988529168909918), np.float64(4.082430945181049), np.float64(3.9923399221568125), np.float64(3.9541958968494972), np.float64(4.149678217907226), np.float64(4.562498248149902), np.float64(4.569809462189578), np.float64(4.549216269218293), np.float64(5.023830942875961), np.float64(5.287976811197375), np.float64(5.318124122477034), np.float64(5.514085917237859), np.float64(5.612037712510074), np.float64(5.521450930899322), np.float64(5.464478875653017), np.float64(5.497575638079043)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,14,0.7929768782016392,0.629464314838371,"['[""[\'[np.float64(4.67544785417238), np.float64(4.387078087139581), np.float64(3.805152025728562), np.float64(3.751211046895465), np.float64(3.7334786642913884), np.float64(3.5077063087849387), np.float64(3.37065291626353), np.float64(3.4458732973623647), np.float64(3.7368295337941126), np.float64(3.5643370412093285), np.float64(3.4325622936741085), np.float64(3.8456531718864384), np.float64(3.9299261403526344), np.float64(3.88517866733537), np.float64(4.096872856036006), np.float64(4.118608277348822), np.float64(4.01126247854951), np.float64(4.008817303804587), np.float64(4.08630716769237)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,15,0.9834332905473216,0.8012547321470089,"['[""[\'[np.float64(4.68649696218737), np.float64(4.408757914123244), np.float64(3.8520935856981193), np.float64(3.819861594285692), np.float64(3.811623308818808), np.float64(3.609524475204582), np.float64(3.499168548134273), np.float64(3.5951746945376257), np.float64(3.9103657512711942), np.float64(3.7625787991950475), np.float64(3.662667201492102), np.float64(4.097901173043899), np.float64(4.191920120406014), np.float64(4.171481391523974), np.float64(4.390710527444371), np.float64(4.410636015785279), np.float64(4.314454883618252), np.float64(4.310665481804273), np.float64(4.376625181480768)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,16,0.7218273157181698,0.6600291103674238,"['[""[\'[np.float64(4.705554978828549), np.float64(4.34034081569098), np.float64(3.7246891486566605), np.float64(3.5168237300523444), np.float64(3.3280166825949884), np.float64(3.075287485962005), np.float64(2.784534516504763), np.float64(2.6499597987423815), np.float64(2.804359610326695), np.float64(2.4624445018893084), np.float64(2.162063181539994), np.float64(2.3232342375370827), np.float64(2.2117651375278724), np.float64(2.128857434958003), np.float64(2.1133741916107054), np.float64(2.03697918866085), np.float64(1.9640229245802616), np.float64(1.8473208728936448), np.float64(1.889115572505966)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,17,1.126763523153921,1.006816030182078,"['[""[\'[np.float64(4.6806479710032525), np.float64(4.305368289498457), np.float64(3.663582676518578), np.float64(3.4360087531875205), np.float64(3.19721261834817), np.float64(2.8938821661025598), np.float64(2.586765994489516), np.float64(2.3997855805187), np.float64(2.486138748897292), np.float64(2.1024532929990887), np.float64(1.750103366031393), np.float64(1.848822164022085), np.float64(1.6750662215120418), np.float64(1.5493522557667418), np.float64(1.5211308992864851), np.float64(1.3801867576736115), np.float64(1.283058748968323), np.float64(1.1765499121996494), np.float64(1.1898881671703008)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,18,1.4186713726340414,1.2450659462180265,"['[""[\'[np.float64(4.6819340107574), np.float64(4.288224921308496), np.float64(3.638954844959668), np.float64(3.3918077797188193), np.float64(3.138554690217944), np.float64(2.797063102569908), np.float64(2.4515749079057576), np.float64(2.2525329384658317), np.float64(2.298961182936789), np.float64(1.8632725313318839), np.float64(1.4787734327671553), np.float64(1.5384358979747494), np.float64(1.317191143753989), np.float64(1.1434631428502446), np.float64(1.0827410224523006), np.float64(0.9327587015486369), np.float64(0.7867968172738156), np.float64(0.6617643886304602), np.float64(0.6825063756517497)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,19,1.471279561588771,1.2884218407040893,"['[""[\'[np.float64(4.679877779545266), np.float64(4.283646335741691), np.float64(3.6300437601975637), np.float64(3.377323051841202), np.float64(3.1201416102811965), np.float64(2.773070485513161), np.float64(2.419819784976056), np.float64(2.215573007534411), np.float64(2.256544471702666), np.float64(1.8135397295652844), np.float64(1.422383315020339), np.float64(1.4767126944479858), np.float64(1.250780389557815), np.float64(1.071144717255782), np.float64(1.0070857957909514), np.float64(0.8570296698374376), np.float64(0.7084363564413637), np.float64(0.5811022031951559), np.float64(0.6033458829820295)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,20,1.84626107637968,1.584627851110656,"['[""[\'[np.float64(4.655105922483765), np.float64(4.250197660719621), np.float64(3.5998205560321415), np.float64(3.3185747079949173), np.float64(3.050398775965311), np.float64(2.6734310466135747), np.float64(2.3016743331483025), np.float64(2.042065768214659), np.float64(2.023312822673402), np.float64(1.5688311313926562), np.float64(1.1193646007162945), np.float64(1.092323069991235), np.float64(0.832218697121111), np.float64(0.6028888504655234), np.float64(0.4726412677152436), np.float64(0.24788606682153902), np.float64(0.04937274844206263), np.float64(-0.0864208635724879), np.float64(-0.13884076530383593)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,21,1.884815898423898,1.612582459186373,"['[""[\'[np.float64(4.6507155585495665), np.float64(4.2379800396475265), np.float64(3.5891856812355982), np.float64(3.3130009240712552), np.float64(3.0420753018353666), np.float64(2.6707683612158153), np.float64(2.2956591110973545), np.float64(2.03883492493087), np.float64(2.0136750763482287), np.float64(1.5479319814277475), np.float64(1.103676176765932), np.float64(1.0682822074232712), np.float64(0.7946037137971382), np.float64(0.5630725840305629), np.float64(0.4236803206174984), np.float64(0.18583900258024266), np.float64(-0.03247695348404597), np.float64(-0.1844545567285203), np.float64(-0.23519317074960194)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,22,1.8421216215498308,1.5794662031284743,"['[""[\'[np.float64(4.66090377447723), np.float64(4.257222146186787), np.float64(3.615561176051586), np.float64(3.339662302018686), np.float64(3.0670327115693983), np.float64(2.6992283639145804), np.float64(2.3207312714093846), np.float64(2.067568191218481), np.float64(2.0422308013623014), np.float64(1.58151970851726), np.float64(1.1461589565086654), np.float64(1.1094297856189723), np.float64(0.8378234229716313), np.float64(0.6126523554740111), np.float64(0.47313454370623376), np.float64(0.24259665780228692), np.float64(0.0341063497335769), np.float64(-0.10376830313379382), np.float64(-0.14317110709003328)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
19,23,2.0749161517007906,1.765107330535293,"['[""[\'[np.float64(4.675373602497222), np.float64(4.242964944203353), np.float64(3.5607349683264484), np.float64(3.2553079677383345), np.float64(2.9724823602440646), np.float64(2.598505647315182), np.float64(2.1946906408193985), np.float64(1.931123988186679), np.float64(1.8856220932509238), np.float64(1.4054764425519466), np.float64(0.9344745330914463), np.float64(0.8636620989956731), np.float64(0.5694069924258478), np.float64(0.3143933217292019), np.float64(0.14741104784008358), np.float64(-0.08697104609683315), np.float64(-0.3223143243435517), np.float64(-0.5004710482430854), np.float64(-0.5823629429973173)]\']""]']","['[""[\'[np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\']""]']"
20,1,1.8665276145635463,1.8223423388154376,"['[\'[""[\\\'[np.float64(5.877660746461186), np.float64(5.792223695965618), np.float64(5.709144618786601), np.float64(5.628358437324553), np.float64(5.5498018700536385), np.float64(5.4734133819520085), np.float64(5.399133136300118), np.float64(5.326902947809353), np.float64(5.256666237044268), np.float64(5.18836798610271), np.float64(5.121954695519136), np.float64(5.057374342357349), np.float64(4.994576339459828), np.float64(4.9335114958217385), np.float64(4.87413197805858), np.float64(4.816391272937279), np.float64(4.760244150941392), np.float64(4.705646630841865), np.float64(4.652555945245609), np.float64(4.600930507094897)]\\\']"", \\\'[np.float64(5.877660746461186), np.float64(5.792223695965618), np.float64(5.709144618786601), np.float64(5.628358437324553), np.float64(5.5498018700536385), np.float64(5.4734133819520085), np.float64(5.399133136300118), np.float64(5.326902947809353), np.float64(5.256666237044268), np.float64(5.18836798610271), np.float64(5.121954695519136), np.float64(5.057374342357349), np.float64(4.994576339459828), np.float64(4.9335114958217385), np.float64(4.87413197805858), np.float64(4.816391272937279), np.float64(4.760244150941392), np.float64(4.705646630841865), np.float64(4.652555945245609), np.float64(4.600930507094897)]\\\']\']']","['[\'[""[\\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
20,2,0.8066947527488422,0.7008430409173133,"['[\'[""[\\\'[np.float64(5.641969924732269), np.float64(5.3645941319074995), np.float64(5.119715632574378), np.float64(4.899962185732534), np.float64(4.701015225411409), np.float64(4.520068604515386), np.float64(4.355095533751436), np.float64(4.204497194700435), np.float64(4.066931836231779), np.float64(3.9412294318634222), np.float64(3.826347094868826), np.float64(3.7213440871646117), np.float64(3.625366409154344), np.float64(3.537636219271601), np.float64(3.457443815806108), np.float64(3.384141087260353), np.float64(3.3171358930780763), np.float64(3.255887100521214), np.float64(3.199900129697438), np.float64(3.148722919872125)]\\\']"", \\\'[np.float64(5.641969924732269), np.float64(5.3645941319074995), np.float64(5.119715632574378), np.float64(4.899962185732534), np.float64(4.701015225411409), np.float64(4.520068604515386), np.float64(4.355095533751436), np.float64(4.204497194700435), np.float64(4.066931836231779), np.float64(3.9412294318634222), np.float64(3.826347094868826), np.float64(3.7213440871646117), np.float64(3.625366409154344), np.float64(3.537636219271601), np.float64(3.457443815806108), np.float64(3.384141087260353), np.float64(3.3171358930780763), np.float64(3.255887100521214), np.float64(3.199900129697438), np.float64(3.148722919872125)]\\\']\']']","['[\'[""[\\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
20,3,1.2022531771406595,1.1440922130994005,"['[\'[""[\\\'[np.float64(5.656700737529308), np.float64(5.463805157088996), np.float64(5.32007525863915), np.float64(5.185581967737107), np.float64(5.051887176775859), np.float64(4.9217942963964205), np.float64(4.798052502014148), np.float64(4.68130594461549), np.float64(4.571138281888116), np.float64(4.466991387870813), np.float64(4.368443465121498), np.float64(4.275180705277253), np.float64(4.186930341795363), np.float64(4.1034308644562385), np.float64(4.024428585213906), np.float64(3.9496808906818544), np.float64(3.8789580638225942), np.float64(3.8120431513486306), np.float64(3.748731115953063), np.float64(3.688828007531177)]\\\']"", \\\'[np.float64(5.656700737529308), np.float64(5.463805157088996), np.float64(5.32007525863915), np.float64(5.185581967737107), np.float64(5.051887176775859), np.float64(4.9217942963964205), np.float64(4.798052502014148), np.float64(4.68130594461549), np.float64(4.571138281888116), np.float64(4.466991387870813), np.float64(4.368443465121498), np.float64(4.275180705277253), np.float64(4.186930341795363), np.float64(4.1034308644562385), np.float64(4.024428585213906), np.float64(3.9496808906818544), np.float64(3.8789580638225942), np.float64(3.8120431513486306), np.float64(3.748731115953063), np.float64(3.688828007531177)]\\\']\']']","['[\'[""[\\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
20,4,0.9627733840914948,0.8877499311694919,"['[\'[""[\\\'[np.float64(5.584108382747745), np.float64(5.348595738079976), np.float64(5.168004353194334), np.float64(4.993421532917843), np.float64(4.828452814888813), np.float64(4.677923036459987), np.float64(4.539267864533749), np.float64(4.409955460035545), np.float64(4.289214663374119), np.float64(4.176643147391764), np.float64(4.071677493192694), np.float64(3.973750189589951), np.float64(3.88237606977675), np.float64(3.7971203211390576), np.float64(3.7175738018584035), np.float64(3.643352591009594), np.float64(3.5740995002933347), np.float64(3.509482005340841), np.float64(3.449189845882839), np.float64(3.392933451451478)]\\\']"", \\\'[np.float64(5.584108382747745), np.float64(5.348595738079976), np.float64(5.168004353194334), np.float64(4.993421532917843), np.float64(4.828452814888813), np.float64(4.677923036459987), np.float64(4.539267864533749), np.float64(4.409955460035545), np.float64(4.289214663374119), np.float64(4.176643147391764), np.float64(4.071677493192694), np.float64(3.973750189589951), np.float64(3.88237606977675), np.float64(3.7971203211390576), np.float64(3.7175738018584035), np.float64(3.643352591009594), np.float64(3.5740995002933347), np.float64(3.509482005340841), np.float64(3.449189845882839), np.float64(3.392933451451478)]\\\']\']']","['[\'[""[\\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']"", \\\'[np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]\\\']\']']"
