forecast_horizon,context_window,dropout_rate,rmse,mae,forecast,actual
4,1,0.0,1.3665820276932157,1.2991702859375431,"[np.float32(4.841302), np.float32(3.6850584), np.float32(3.823061), np.float32(3.3458917)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,1,0.1,1.6573972860710628,1.6059735720131352,"[np.float32(4.1328773), np.float32(4.7959375), np.float32(4.1722713), np.float32(3.82144)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,1,0.2,1.444361961719197,1.404275805232282,"[np.float32(3.7940922), np.float32(4.086631), np.float32(4.214227), np.float32(4.020785)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,1,0.3,1.6816027594931806,1.6277757589790776,"[np.float32(3.9337382), np.float32(4.73247), np.float32(3.911245), np.float32(4.4322815)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,2,0.0,0.8832877520742307,0.7884256817301148,"[np.float32(3.5189154), np.float32(1.6949865), np.float32(3.7779174), np.float32(2.8680344)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,2,0.1,0.7088552187650542,0.7046182458374454,"[np.float32(3.7154496), np.float32(3.171979), np.float32(3.143228), np.float32(3.2864482)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,2,0.2,1.1014362774810147,1.0181163256142094,"[np.float32(3.2405896), np.float32(3.663606), np.float32(3.712068), np.float32(3.9548335)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,2,0.3,0.2131929205831246,0.1915400794256393,"[np.float32(3.0584865), np.float32(2.733639), np.float32(2.2722874), np.float32(2.929927)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,4,0.0,0.4803879401008924,0.435100554945712,"[np.float32(2.2620509), np.float32(2.2229035), np.float32(1.8315784), np.float32(2.441697)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,4,0.1,0.5885244609192233,0.430569005895787,"[np.float32(1.801634), np.float32(2.439653), np.float32(2.5929043), np.float32(2.3129463)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,4,0.2,0.9264859813965872,0.8784953134360977,"[np.float32(1.8728199), np.float32(1.3819407), np.float32(1.5794533), np.float32(3.0022147)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,4,0.3,0.7634645401285121,0.7126004989173459,"[np.float32(1.8275058), np.float32(1.7608962), np.float32(2.0286264), np.float32(2.0312014)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
4,6,0.0,0.6725086757649269,0.5194920808839755,"[np.float32(2.311293), np.float32(2.4885323), np.float32(3.5863879), np.float32(2.760452)]","[np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
